#node1 node2 weight
amp change 32
amp send 32
help send 64
help saying 32
dude phone 8
kid phone 8
kid social 8
pro trump 8
show trump 8
seem show 8
seem want 8
propaganda want 8
news propaganda 16
move news 8
move russia 8
see whatever 8
fit see 8
fight fit 8
fight iran 8
iran please 16
instability mean 16
instability middle 16
overlord trump 8
threatens trump 24
destroy threatens 24
destroy site 16
iranian site 8
culture iranian 16
culture know 32
know sound 8
included sure 8
good included 8
big bigger 8
bigger terrorist 8
get killed 32
infant oldest 8
history infant 8
history trump 8
grudgingly trump 8
back grudgingly 8
back targeting 8
iranian targeting 8
cultural iranian 32
id retaliate 8
id one 33
one person 8
killed person 8
get ready 24
arabia strategic 40
ally strategic 40
ally america 8
greece showing 8
greece prime 8
minister prime 88
earlier minister 8
earlier today 8
asshole want 8
american help 16
respectfully trump 8
even respectfully 8
even though 33
abhor though 8
abhor think 8
good think 8
idea voice 8
cheaper gas 8
gas help 8
help u 16
charge put 48
money slide 8
slide table 8
crook table 8
law son 8
law try 8
influence try 8
dutch influence 8
dutch public 8
public q 8
like poop 8
meat poop 8
mccarthy russian 32
russian stooge 32
make stooge 32
fact make 32
fact witness 40
president realize 8
american president 64
american matter 16
matter political 8
political standing 8
correct standing 8
blackmail hijack 8
blackmail trump 8
trump wife 16
cabin wife 8
finally got 16
crowd got 8
crowd size 8
size v 8
trump v 8
inauguration trump 24
becoming war 8
criminal war 88
criminal visa 8
tweet visa 8
smart tweet 8
move smart 8
move putting 8
posterity putting 8
posterity trial 8
hoax trump 8
america hoax 8
amp world 24
amp definitely 16
definitely need 8
need removed 16
office removed 32
fact office 16
brutal murder 8
come journalist 8
cant world 16
bos world 8
speak wont 16
american speak 16
people usual 16
nothing usual 16
nothing say 16
money russian 32
money please 24
much nothing 8
need nothing 8
never seen 8
like seen 8
like unbelievable 8
say time 24
nice say 8
meeting nice 8
find meeting 8
let try 8
logic understand 8
logic try 8
take try 16
away take 26
away nuke 8
eventually nuke 8
say wont 56
target wont 56
cultural target 56
cultural sight 56
law sight 56
law like 56
like obey 80
surely trump 8
love surely 8
love usa 40
clan wait 8
clan go 8
back whence 8
came whence 8
came w 8
sir trump 25
please trump 88
destroyed iran 8
country destroyed 16
country iraq 8
iraq killed 8
innocent killed 24
innocent please 8
dear usa 40
scam usa 8
scam site 8
site stealing 8
money stealing 8
money online 8
online usa 8
incessantly industrious 8
industrious sire 8
around hanging 8
around cleaning 8
cleaning mess 16
map show 9
australia map 8
australia please 8
please sharpy 8
allowed sharpy 8
problem resign 8
go problem 8
away go 40
saw work 8
bone work 8
today working 8
focus impeachment 8
impeachment uproar 8
caused uproar 8
caused middle 8
56 killed 8
56 protesting 8
bother protesting 8
end started 40
president work 104
going work 16
going save 16
money wash 8
money sold 8
sold sold 8
property sold 8
dog meet 8
another meet 8
another dog 8
impeached none 8
crazy none 8
crazy worshipper 8
fix worshipper 8
make want 16
extra make 8
extra time 8
radical time 8
radical regime 8
culture regime 8
centre culture 8
cleanup headed 88
amp cleanup 88
amp going 88
going wear 88
hazmat wear 88
hazmat suit 88
like suit 88
document hack 8
hack testify 8
obviously testify 8
obviously scared 8
proportionality specific 8
requirement specific 8
armed requirement 8
armed conflict 16
imminent threat 40
attack threat 8
attack claim 8
claim fake 8
consequence news 8
come lender 8
check come 8
asset check 8
asset cool 8
going trump 56
going lawyer 32
lawyer senate 32
senate well 32
see well 32
feel see 24
stand wasp 8
stand together 8
popular reason 8
popular value 8
represents value 8
people represents 8
end un 16
stop un 16
stop using 16
taxpayer using 16
money taxpayer 16
country money 16
america country 64
1st america 16
1st remember 16
america military 8
around base 8
around billion 8
billion dollar 72
dollar military 8
budge military 8
get u 33
better get 16
better saddam 8
invader saddam 8
went yes 8
project state 8
israel state 8
local state 16
federal local 8
federal true 8
minimum true 8
minimum wage 8
wage work 8
clinton hillary 56
clinton wanted 40
attack wanted 40
attack trump 48
see trump 64
see video 48
somebody video 40
may true 8
nation true 8
must nation 8
must see 8
acknowledge see 8
acknowledge issue 8
issue job 8
job mean 8
great spend 8
spend time 8
foreign good 8
foreign leader 16
open trump 8
invitation open 8
invitation visit 8
saudi visit 8
embassy saudi 8
embassy turkey 8
discus torture 8
murder torture 8
dismemberment guess 8
cell sleeper 8
already cell 8
already hiding 8
democrat hiding 8
democrat party 17
ask party 8
ask showing 8
day last 8
daily last 8
daily press 8
briefing press 8
briefing newest 8
newest press 8
press secretary 16
going mr 8
going use 16
power use 8
power stop 8
crazy stop 8
crazy people 8
insult people 8
insult usa 8
take word 16
show word 16
po show 16
drone threaten 8
involved strike 8
death involved 8
american death 32
12 course 8
12 girl 8
girl raised 8
raised soul 8
mate soul 8
mate wife 8
chief liar 8
chief resign 8
impeached resign 8
hi say 16
hi putin 16
putin traitor 24
start trying 24
meet war 8
iran meet 8
foreign iran 16
affair foreign 8
affair took 8
big took 8
beware bot 8
bot spreading 8
misinformation spreading 8
arsonist misinformation 8
arsonist downplaying 8
downplaying role 8
climate role 8
look sweet 8
look spelled 8
correctly spelled 8
bring troop 48
home troop 32
messenger using 8
join messenger 8
assassination subject 8
assassination come 8
come weird 8
ready revenge 16
gambler revenge 8
aboard trump 8
train trump 8
laughing stock 8
entire stock 8
entire world 40
respected world 16
feared respected 8
feared joke 8
http joke 8
karma way 8
catching way 8
catching people 8
horrible people 8
horrible president 8
american demand 8
demand full 8
full transparency 8
deserve transparency 8
deserve truth 8
stop truth 8
hiding stop 8
hiding truth 8
truth u 8
hero martyred 8
get hero 8
get revenge 8
revenge show 8
hero show 8
hero le 8
far went 8
far florida 8
farther florida 8
east farther 16
east please 8
need please 8
go need 16
farther go 8
believe eye 16
eye notifying 16
congress intention 16
intention tweet 16
go tweet 16
forest raking 24
conversation start 8
need start 8
favor need 16
favor though 8
poland wish 8
usa wish 8
beautiful usa 8
beautiful epiphany 8
epiphany feast 8
family feast 8
family poland 8
love poland 8
shameless trump 8
puppet shameless 8
puppet putin 8
ex putin 8
ex jong 8
crow un 8
news real 8
news show 8
ayatollah made 8
ayatollah cry 8
cry taunted 8
taunted trump 8
cant impeachment 8
citizen help 8
citizen first 8
done trump 24
done open 16
open pandora 16
box pandora 16
box cant 16
cant close 16
close smell 16
bad smell 16
bad mistake 8
low resolution 8
find trillion 8
dollar trillion 40
dollar war 8
cant war 8
cant find 8
find wont 8
spend wont 8
money spend 24
allowed people 16
allowed camp 16
camp defecate 16
defecate street 16
law street 16
california law 16
california need 16
changed need 16
iran take 16
iran un 8
meaning un 8
bring meaning 8
bring case 8
case islamic 8
infestation islamic 8
infestation sin 8
nation sin 8
done pandora 8
iraqi mei 8
middle stability 216
bet middle 8
bet part 8
conversation part 8
conversation hoot 8
homeless mr 8
california problem 8
amp california 8
need u 32
need non 8
government non 8
government p 8
federal help 8
help sanctuary 8
looking work 8
nearly soldier 24
kid nearly 24
heading kid 24
danger heading 24
danger middle 24
east golf 24
game golf 40
19 discus 8
19 highjacker 8
discus highjacker 8
discus journalist 8
dismemberment journalist 8
america iran 40
america mad 8
nigeria see 32
chief nigeria 32
chief releasing 32
iran peace 24
forever never 8
change f 8
die iraq 8
every iraq 8
day every 34
afraid day 8
afraid please 8
kill please 32
every kill 8
every one 16
election next 24
election united 24
political spread 8
influence political 8
influence lowered 8
come spur 8
one purchase 8
purchase trillion 8
trillion weaponry 8
le weaponry 8
billion le 8
annual dollar 8
annual budget 8
lying treasonous 8
treasonous trump 16
president speak 16
speak th 8
still sweet 8
finance still 8
finance terrorist 8
big want 8
big city 8
city mccarthy 8
district mccarthy 8
district planning 8
planning throw 8
chance sending 8
one sending 8
one special 8
missile special 8
glazer missile 8
front glazer 8
front window 8
kick rock 8
donkey rock 8
cut need 8
cut heart 8
crime heart 8
crime kill 8
kill market 8
child market 8
child exploitation 8
exploitation international 8
claim want 8
protect want 8
protect senior 8
he senior 8
he worst 8
enemy worst 8
enemy health 8
health healthcare 8
id thought 8
bring id 8
bring mirror 8
good mirror 8
good look 8
look power 8
double left 8
double standard 16
standard standard 8
african standard 8
african american 16
attention span 8
long span 8
come think 8
52 hit 24
52 site 8
site yet 8
next yet 8
next problem 8
problem take 8
care take 40
always great 8
great meeting 24
meeting productive 8
productive talk 8
good talk 16
conversation good 8
forgot see 8
forgot people 8
like people 25
40 like 8
40 yr 16
paying yr 8
paying tax 8
iraqi parliament 32
parliament represent 24
money tell 8
