#node1 node2 weight
look resign 8
incompetency look 8
incompetency recklessness 8
done recklessness 8
done removed 8
removed today 8
killing lying 16
lying take 16
note take 24
let thank 8
let started 8
movement started 8
movement remove 8
impeachment remove 8
impeachment supporting 8
con supporting 8
defense secretary 137
mark secretary 8
mark told 8
told tuesday 8
tuesday u 8
seeking u 8
seeking war 8
people wont 8
interfere wont 8
interfere iran 8
ira iran 8
mean stable 8
genius stable 8
got stated 16
got got 16
got leader 16
case leader 16
case counting 16
piece planning 8
piece treaty 8
start talk 8
play start 8
date play 8
general vindicated 8
matter none 8
cant matter 8
cant fixed 16
cant reasoned 8
nothing reasoned 8
get nothing 8
help offer 8
help homeless 8
american homeless 8
asked citizen 8
asked politely 8
sending thousand 16
thousand troop 32
risk troop 16
life risk 32
life uranium 16
oil uranium 16
dodged oil 8
poor yes 8
follower gained 8
follower probably 8
probably quarter 8
mil quarter 8
last mil 8
12 last 8
12 hr 8
american hr 8
buying trump 8
bullshit trump 8
dodge oil 8
president stand 41
may president 33
bologna may 8
bologna sandwich 8
sandwich today 8
fixing help 8
fixing homeless 8
bank light 8
light social 8
people security 8
going people 353
get money 8
roasting tucker 8
inept roasting 8
child inept 8
child trust 8
deep trust 8
thanks usa 8
thanks thanks 16
chuck heard 8
heard trial 8
document u 8
people waiting 8
revenge waiting 8
good lettuce 8
congratulate stabilizing 8
stabilizing thing 8
behalf saudi 8
iranian turn 8
iranian security 8
security started 8
started threw 8
rock threw 8
ran rock 8
scream till 8
allah scream 8
allah jump 8
bone death 8
einstein titty 8
titty touch 8
orb touch 8
orb squirt 8
45 squirt 8
timing well 8
right timing 8
except right 16
except got 8
got outed 8
outed secret 8
meeting tell 8
money promised 8
richest second 8
family richest 8
family saudi 8
arabia iraq 8
forgive god 8
mr much 8
job keep 16
amp job 8
amp keep 8
keep standing 8
trump well 64
scandal trump 32
russia scandal 32
country end 8
country israel 8
israel year 16
atom drop 8
atom bomb 8
bomb iraq 8
iraq know 8
burn know 8
burn flag 8
flag plus 8
favorite plus 8
stability want 8
east really 8
kill really 8
general kill 8
death soon 8
death people 8
aesthetic thank 8
aesthetic rocketing 8
cabbage rocketing 8
cabbage like 8
like turtle 8
help iraq 8
iraq trump 8
killed trump 24
militia today 8
context zero 8
context president 8
earthquake know 8
fair great 8
fair trade 8
saudi trade 8
indictment much 8
medium much 8
medium negativity 8
get negativity 8
ill leave 8
leave reason 8
hope plan 8
counter plan 8
certain counter 8
certain know 8
lot thought 8
believed lot 8
believed drip 8
drip economics 8
fair think 8
fair justify 8
justify president 8
listening trump 8
listening speaking 8
president speaking 8
greece president 8
greece said 8
said terminate 8
get thick 8
skull thick 8
impeached skull 8
appearance ce 8
ce like 8
appearing like 8
appearing literary 8
literary symposium 8
neither symposium 8
neither one 8
biscuit meeting 8
floor rake 8
america sick 8
death sick 8
death nightmare 8
asset russian 8
asset friend 8
friend terrorist 8
boarder patrol 8
joke patrol 8
drove joke 8
drove three 8
last three 8
last week 32
twice week 8
agent twice 8
admitting public 8
president public 8
know see 16
see working 8
new working 8
article new 8
every impeachment 8
day single 8
good people 16
evaded people 8
evaded tax 8
stole tax 8
money stole 8
lied money 8
intriguing lied 8
definition intriguing 8
advise think 8
better think 8
better create 8
create future 8
china future 8
china said 8
medium said 8
declares rico 40
declares emergency 40
emergency strongest 40
earthquake strongest 40
earthquake year 40
core issue 8
income issue 8
income inequality 8
inequality made 8
made much 8
much worse 8
tax worse 8
package tax 8
letting murder 8
murder next 8
discus still 8
god movie 8
damned god 8
damned idiot 8
amp help 8
amp fix 8
fix trump 8
put trump 8
policy put 8
place policy 8
help place 8
help support 9
amen support 8
discus propensity 8
execute propensity 8
execute people 8
earthquake tweeted 8
focus need 8
focus rico 8
rico send 8
aid send 24
aid asap 8
apparently definition 16
definition stability 8
escaped stability 8
disgusting look 8
disgusting sexual 8
deviant sexual 8
deviant reviled 8
million reviled 8
million never 8
bee never 8
enough save 8
global save 8
dc highest 8
guess mention 8
climate mention 8
guy mean 8
said well 9
always said 8
always fan 8
capital fan 8
capital vienna 8
mike see 8
mike super 8
bowl commercial 8
attacking commercial 8
attacking trump 8
entire put 8
united world 8
salami whole 8
salami situation 8
matter situation 8
eye matter 8
either eye 8
either way 8
believe clinton 8
clinton impeached 8
december impeached 8
19 december 8
19 trial 8
left priority 8
issue priority 8
issue real 8
estate loan 8
shop state 8
every state 8
every get 8
get paid 16
paid social 8
someone wow 8
smart someone 8
room smart 8
room sure 8
hope sure 8
declare please 8
declare state 8
emergency state 8
daughter emergency 8
college daughter 8
college student 8
get student 8
get home 8
eat learn 16
eat shit 16
called shit 16
called peer 16
avoid peer 16
avoid linguist 16
garnish linguist 16
cant end 8
end problem 8
dc problem 8
certainly dc 8
certainly know 8
clue know 8
clue goo 8
nigga ok 8
meanwhile state 16
kentucky state 16
kentucky rank 16
10 worst 16
economy worst 16
country economy 16
country oh 16
making reason 8
reason seems 8
lie seems 8
money murderous 8
money partner 8
going partner 8
criminal prison 8
clearer even 8
clearer evidence 8
assimilation evidence 8
assimilation happening 8
happening unintelligent 8
need unintelligent 8
hid meeting 8
insult saying 8
publicly saying 8
going publicly 8
explain fault 8
fault homelessness 8
hold party 8
death party 8
death immigrant 8
became immigrant 8
became cop 8
cop hold 8
hold law 8
american iranian 16
american celebrating 16
celebrating dc 16
dc fake 16
never news 32
never report 16
make twitter 8
great twitter 8
forget hope 8
discus forget 8
discus money 8
money na 8
joke na 8
mention tip 8
gave tip 8
bone gave 8
drone president 8
drone flying 8
flying nebraska 8
military nebraska 8
military secret 16
operation secret 8
crazy operation 8
poorly ran 8
corrupt ran 8
corrupt finance 8
finance misappropriated 8
misappropriated treason 8
treason washington 8
vote washington 8
ball vote 8
iran looking 16
looking run 16
away run 16
new seeing 8
leak new 8
leak people 8
people putin 8
bought putin 8
bought buy 8
buy election 8
number terrorist 8
77 u 8
77 billion 8
billion snuck 8
market snuck 8
market overnight 8
overnight trying 8
hack pd 8
bos praying 8
speak state 8
state support 8
support welfare 8
ridden welfare 8
red ridden 8
cant state 8
cant survive 8
bad like 8
bad boyfriend 8
boyfriend turn 8
turn worst 8
possible worst 8
possible version 8
one version 8
love one 8
greek watching 8
minister today 8
pleasure today 8
ab pleasure 8
breaking done 8
aide law 8
administration aide 8
created let 8
fix let 8
city fix 8
city let 8
let send 8
catch send 8
also war 16
also animal 8
democrat trump 8
dirty run 8
dirty filthy 8
district filthy 8
district let 8
let people 24
die disease 8
disease overdos 8
action took 8
action also 8
also bc 8
bc putin 8
amp putin 8
amp saw 8
lead saw 8
lead slipping 8
away slipping 8
amp away 8
amp f 8
focused stay 24
focused sir 8
advisor misled 8
misled wise 8
fire wise 8
fire need 16
fire joint 8
chief joint 8
rationale trump 8
planning rationale 8
planning tremendous 8
information tremendous 8
economical poverty 8
economical national 8
constitution usa 8
divide usa 8
divide war 8
federal power 8
exec federal 8
hold horse 8
horse thought 8
impeachment thought 8
case impeachment 8
case rock 8
november worry 8
coming november 8
72 coming 8
72 american 8
impeachment want 8
got hairdo 8
allowed impeached 8
allowed lead 8
america lead 8
america war 16
even war 16
allah sufficient 8
arabia great 8
friend great 8
friend remember 8
remember remember 8
appreciate trump 8
appreciate great 8
country helping 8
helping veteran 8
lawrence well 8
first well 8
first thing 8
lying thing 8
lying military 8
military professional 8
know professional 8
hard mention 8
making mention 8
look making 8
bad look 8
bad time 8
arabia terrorist 8
country terrorist 16
add jareds 8
enemy jareds 8
enemy list 8
given list 8
given mohammed 8
bin many 8
many many 16
many month 8
ago month 8
foundation like 8
foundation fund 8
fund group 8
group opposed 8
opposed u 8
terror war 8
talk yes 8
agreed talk 8
go war 8
kid war 16
better kid 8
better first 8
first one 9
one sign 8
fight sign 8
kid n 8
especially time 8
american time 16
deserve people 8
deserve receive 8
accurate receive 8
accurate information 8
de information 8
first like 24
first president 16
like personality 8
respect sir 8
fuck respect 8
fuck great 8
great treasonous 8
treasonous trial 8
amp trial 8
amp communist 8
communist treasonous 8
democratic treasonous 8
democratic party 24
mem party 8
accomplishment trump 8
3rd accomplishment 8
3rd impeached 8
extorted impeached 8
extorted ukraine 8
lost ukraine 8
lost war 8
china w 8
china isi 8
loan much 8
get loan 8
man nice 8
twitter undoing 8
guess still 8
finally leader 8
afraid leader 8
afraid tip 8
tip toe 8
around toe 8
around getting 8
getting rid 8
murderous rid 8
murderous tyrant 8
tyrant uk 8
ability attack 8
attack big 8
big orange 8
blob orange 8
bed blob 8
bed wetting 8
wetting yellow 8
presidency tell 8
cant presidency 8
cant criminal 8
criminal president 8
course home 8
home killer 8
hunt started 8
partner started 8
partner rigging 8
election rigging 8
election got 8
caught got 8
caught u 8
fuck guy 8
guy taking 8
age taking 8
21 age 8
21 fucking 8
19 fucking 8
please reveal 8
document reveal 8
document uncle 8
took uncle 8
clock ticking 8
going ticking 8
die going 24
caused one 8
caused iran 8
iran sleeping 8
job sleeping 8
earthquake trump 16
forgotten rico 16
forgotten like 24
combat veteran 8
impressed veteran 8
impressed restraint 8
restraint showing 8
dealing showing 8
dealing irani 8
maybe take 8
chill take 8
chill pill 8
forget forgive 8
forget good 8
endangering job 8
endangering entire 8
entire family 8
actually meeting 8
democracy leader 8
first money 17
already learned 16
learned saudi 16
forget saudi 16
amp forget 16
amp gang 16
gang work 16
democrat fault 8
risk world 32
iranian risk 32
attack revenge 32
fo work 8
forgo like 8
american dismembering 8
disagree thing 8
disagree want 8
meet trump 16
america first 16
job president 16
30 america 8
confuses iraq 8
amp iraq 8
iran often 8
even often 8
immediately resign 24
saudi sense 8
giving saudi 8
giving marching 8
marching order 8
attack order 8
killed usa 8
left one 8
always know 8
always support 8
support thank 8
making thank 8
100 still 8
100 impeached 8
biggest meeting 8
biggest state 8
sponsored state 8
holy mister 8
sir someone 8
posted someone 8
posted video 8
altered video 8
altered make 8
make sound 16
promissory saw 8
note promissory 8
money note 8
loaned money 8
con loaned 8
con man 8
discus happen 8
hope know 16
know smart 8
play smart 8
dumb play 8
proud surrounded 8
surrounded untrustworthy 8
people untrustworthy 8
people yet 8
flag russian 8
elect sure 8
elect president 8
get rid 8
dictator rid 8
joke nice 16
joke seems 8
like trying 8
scared trying 8
irani scared 8
irani together 8
australian want 8
australian body 8
body die 16
die israel 16
israel war 16
david goliath 8
goliath still 8
happened still 8
happened thousand 8
thousand year 8
shun year 8
blame mainstream 8
medium rise 8
hate rise 8
crime hate 16
crime hoax 8
anxious hoax 8
anxious push 8
agenda push 8
he known 8
known liar 8
even liar 8
credibility le 8
champ credibility 8
truth vietnam 8
vietnam war 16
veteran war 8
find veteran 8
find war 8
monger neocon 8
disgusting neocon 8
american australia 8
hate people 8
hate palpitation 8
one talking 16
going talking 8
going rico 8
honestly think 8
make think 16
done ok 8
accept ok 8
innocent president 8
american innocent 16
american tourist 8
tourist visiting 8
america visiting 8
president transparent 8
greatest president 8
approval lowest 8
approval president 8
doj recommending 8
prison recommending 8
gen prison 8
gen michael 8
leave politely 8
leave white 8
house thanks 8
great thanks 8
great new 8
giving instead 8
giving work 8
democrat work 8
anymore democrat 8
anymore pay 8
give pay 8
know talking 8
extreme poverty 8
kentucky poverty 8
kentucky mississippi 8
mississippi texas 8
texas worst 8
country worst 8
as naked 8
divert effort 8
american divert 8
american public 8
attention public 8
attention impeachment 24
tension trial 8
rising tension 8
iran rising 8
flush turd 8
november turd 8
3rd november 8
murder ordering 8
absolutely honored 8
honored president 8
mr wrong 8
homelessness human 8
human problem 8
problem there 8
need there 8
bend need 8
attack bend 8
attack one 8
best world 16
best car 8
car cover 8
come cover 8
come tube 8
free tube 8
free global 8
delivery global 8
dug hole 8
hole saying 8
america suffer 8
embarrassment office 8
embarrassment nation 8
talked u 8
feel talked 8
feel informed 8
informed thought 8
note release 8
let note 8
let u 16
persian ruining 8
culture persian 8
repulse want 8
dominican rico 8
australia rico 16
rico suffering 8
dumb shit 8
ever shit 8
ever heard 16
heard rule 8
engagement rule 8
engagement see 8
ever see 8
enlisted ever 8
enlisted th 8
hunt watching 8
antic watching 8
antic petulant 8
petulant wannabe 8
dictator entertaining 8
entertaining f 8
seem true 8
seem think 8
one think 16
one watched 8
farce watched 8
invite nick 8
nick white 8
cancer cure 19
cancer left 16
left still 16
find still 16
bitch find 16
bitch trump 16
iran trump 24
directly state 8
directly iran 8
attack popular 8
foot held 8
fire foot 8
iran never 16
never safety 16
amp safety 16
nuclear security 16
disarmament nuclear 16
disarmament opening 16
new opening 16
new untapped 16
market untapped 16
amp market 16
according center 8
annual center 8
annual cost 8
cost tourism 8
paid tourism 8
paid u 16
ta u 8
god trump 16
number phone 8
custody number 8
confess custody 8
confess th 8
good piss 8
great piss 8
feeling great 8
people radicalized 8
people starting 8
fire starting 8
fire possibly 8
possibly terrorist 8
money used 8
money save 8
australia save 8
australia instead 8
helping iraq 8
iraq sake 8
christian sake 8
christian found 8
found nothing 8
nothing war 8
correspondent house 8
association correspondent 8
association president 8
jonathan president 8
called jonathan 8
called lack 8
campaign new 8
campaign slogan 8
core slogan 8
better core 8
better informed 8
informed today 16
credit trump 8
credit done 8
done remarkable 8
bringing remarkable 8
bringing iraq 8
ir iraq 8
chop fact 8
chop reporter 8
orange summary 8
impeached orange 8
impeached meeting 8
meeting one 8
handler one 8
murder u 8
resident u 16
assassinate resident 8
hold responsible 8
responsible take 8
guy take 8
hurt kill 8
focused people 16
alert safer 8
alert attack 16
alert last 8
halfway reading 8
reading tweet 16
looked tweet 8
looked verification 8
symbol verification 8
fake symbol 8
fake header 8
allow dude 8
dude play 8
face play 8
healthy young 8
child young 8
child go 8
doctor go 8
doctor get 8
get vaccine 8
die vaccine 8
die preventable 8
disease preventable 8
disease many 8
bow oil 8
king oil 8
come king 8
come first 8
american first 8
american know 8
amazingly stupid 8
dictatorship love 8
dictatorship maybe 8
beautiful send 8
beautiful vase 8
id think 8
important think 8
important talk 8
reverse talk 8
damage reverse 8
need next 8
need shut 8
mafia shut 8
mafia time 8
delete time 8
child million 8
child trafficked 8
sold trafficked 8
sold time 8
molesting time 8
kid molesting 8
said told 8
amp succumbing 8
awesome job 8
hit said 8
fema know 8
fema money 8
money redirected 8
redirected wall 8
need wall 8
need send 8
pr send 8
protest thou 8
much protest 8
daughter dear 8
daughter iran 8
iran parliament 8
parliament speaker 8
ali speaker 8
decide waiting 8
allegiance decide 8
allegiance u 8
moscow u 8
eu pity 8
eu ever 8
allowed ever 8
allowed take 8
take u 16
many u 24
british many 8
british remain 8
locked remain 8
employment locked 8
started u 8
carried u 8
carried military 8
military strike 8
syria targeting 8
oh see 8
city see 16
homeless issue 8
chop good 8
good relationship 8
loyal one 8
america loyal 8
america want 16
war war 24
easy easy 8
easy president 8
ask state 8
offering president 8
offering plan 8
help plan 16
help instead 8
golfing instead 16
country leave 8
leave middle 16
done impeachment 8
deal done 8
constantly lie 8
constantly zero 8
credibility zero 9
credibility like 8
like proof 8
fourteen proof 8
fourteen page 8
rid time 8
rid world 8
hub terrorist 8
hub man 8
go man 24
52 go 8
52 pick 8
great keep 17
great work 17
mr work 8
corrupt republican 8
corrupt wont 8
conduct wont 8
big health 8
care education 8
education wish 8
keep wish 8
keep winning 8
get goddam 8
goddam phone 8
buy oil 8
oil stock 8
closing mental 8
institution mental 8
institution spending 8
cut spending 8
cut taking 8
someone taking 8
freedom someone 8
nobody understands 8
understands use 8
twitter use 32
official twitter 8
official primary 8
primary source 8
source use 8
better use 8
better system 8
great oh 8
embarrassment great 8
embarrassment occupying 8
occupying white 8
house one 8
one statement 16
democrat win 8
election win 24
democrat election 8
cry democrat 8
cry scream 8
putin turkey 8
billion put 8
billion space 8
force space 8
force listen 8
lack mean 8
get stability 8
get proper 8
proper readout 8
readout sound 8
ev like 8
let sure 8
let result 8
result world 8
iii war 16
dear iii 8
dear make 8
allow yeah 8
fuckhead witness 8
putin terrorist 8
arguably mention 8
arguably bad 8
bad la 8
achieving know 8
achieving peace 8
peace sometimes 8
mean sometimes 8
mean put 8
foot put 8
foot say 8
enough say 8
enough united 8
chaotic disorganized 8
chaotic investigation 8
investigation value 8
america talk 24
power talk 24
one power 24
goddamn help 8
brain half 8
brain know 8
full party 8
crap full 8
american thing 8
killed suppose 8
mean middle 8
east one 8
came terrorist 8
came one 8
probably saw 8
producer saw 8
producer thought 8
thought wow 8
love wow 8
hitler love 8
based hitler 8
based whole 8
life whole 16
ask dear 24
ask deport 24
deport people 24
enemy people 32
enemy u 24
son u 24
history read 8
amp empathy 8
amp leadership 8
leadership rico 8
catastrophic rico 8
catastrophic earthquake 8
amp earthquake 8
anymore still 8
anymore veteran 8
see veteran 8
see time 8
stability trump 8
oxymoron stability 8
want young 8
body young 8
despot meeting 8
despot news 8
involving meeting 8
like prepared 8
coming prepared 8
coming folk 8
folk going 8
bumpy get 8
graham hear 8
graham maneuvering 8
get maneuvering 8
get penny 8
graham penny 8
leave work 8
leave rest 8
rest view 8
mirror view 8
mirror moral 8
evil moral 8
dreaming keep 8
quick wait 8
america sorry 8
america hypocritical 8
hypocritical wrong 8
morally wrong 8
morally reprehensible 8
busy considering 8
busy declaring 8
declaring war 8
social war 16
pay salary 8
get salary 8
get whatever 9
want whatever 9
tell want 40
trump unpopular 16
president unpopular 16
ford president 16
ford run 16
much video 8
info much 8
info real 8
real threat 8
threat usa 8
big taking 8
big risk 8
know risk 8
country killed 16
journalist one 8
countryman one 8
matter racist 8
evil racist 8
crap evil 8
crap pull 8
pull reverse 8
good reverse 8
best good 8
best u 8
fo run 8
democrat maggot 8
maggot need 8
keep need 8
keep mouth 8
mouth shut 24
allege people 8
allege talking 8
dear president 48
pardon rod 8
actually flunky 8
already flunky 8
said wont 8
pedicure spur 8
pedicure ur 8
overlord ur 8
publicly stating 56
recent stating 56
day recent 56
belief day 56
belief violated 56
fantastic news 16
care city 8
middle sad 8
east stability 8
stability try 8
plan u 8
citizen rico 8
rico see 8
australia change 8
change mind 8
help mind 8
bilateral suspend 8
agreement bilateral 8
let trump 8
hater let 8
discourage hater 8
discourage mr 8
people w 8
american contractor 16
contractor mercenary 8
mercenary set 8
foreign set 8
mercenary policy 8
iran mercenary 8
iran lot 8
lot pa 8
rhetoric tell 8
fix problem 8
home problem 8
home including 8
including state 8
territory u 8
engaging territory 8
engaging war 8
home war 8
american yes 8
american city 8
city president 8
care state 8
tv watching 8
someone tv 8
assassinate someone 8
assassinate tax 8
blew stability 8
give stability 8
california give 8
lock stop 16
innocent lock 16
hero innocent 16
afraid guess 8
afraid crime 8
coming crime 8
coming light 8
time use 24
last use 16
last time 16
definitely give 8
full give 8
pardon received 8
received treatment 8
cia world 8
expensive world 8
army expensive 8
army figure 8
discrete figure 8
discrete way 8
goo way 8
cant goo 8
president see 8
next president 8
next year 8
better troop 8
go troop 8
anywhere go 8
anywhere rather 8
fight rather 8
fight think 8
soldier think 8
sail soldier 8
fact narrator 8
already fact 8
already impeached 16
threat trump 8
cultural threat 8
show site 8
care show 8
care iranian 8
fortunately laugh 8
laugh type 8
time type 8
talked time 8
talked today 8
saudi today 8
afraid war 8
war young 8
whole young 8
ahead life 8
ahead already 8
already planning 8
future planning 8
funny sit 8
relative sit 8
recite relative 8
fox recite 8
word word 16
go word 8
detail go 8
done proud 8
proud wide 8
ranging wide 8
high ranging 8
high level 8
discussion level 8
sagacity someone 8
mr sagacity 8
mr permitted 8
mind talking 8
people talking 8
citizen people 8
citizen country 24
country guess 8
guess saying 8
chief commander 16
chief stay 8
stay strong 41
right strong 8
refuse trump 8
refuse release 16
go refuse 16
let refuse 8
along plan 8
along let 8
let start 8
maybe war 8
forget maybe 8
forget impeaching 8
good really 8
good plan 16
plan self 8
self thought 8
hit thought 8
hit islamic 8
job one 8
probably thing 16
expect probably 16
expect trump 16
supporter supporter 16
say supporter 16
potential voter 8
lying still 8
audubon lying 8
audubon society 8
society support 8
support wind 8
power wind 8
power replaced 8
poor wish 8
food poor 8
ur want 8
help ur 8
help hero 8
long office 8
long time 25
ago time 8
ago doubt 8
doubt worst 8
brag job 8
resident sign 8
chopped sign 8
chopped exchange 8
exchange saudi 8
bailing saudi 8
bailing next 8
next time 16
least well 8
least made 8
15 made 8
15 wonder 8
little wonder 8
baby little 8
able baby 8
able live 8
dear trump 16
great made 8
great historical 8
achievement historical 8
achievement arab 8
arab nation 8
kill nation 8
many pretend 8
pretend see 8
matter see 8
power section 8
congress make 8
law make 8
law necessary 8
necessary proper 8
carrying proper 8
riding thank 8
riding world 8
another world 32
another terrorist 8
middle world 8
east much 8
much safer 8
destroying middle 8
close damn 8
border damn 8
even head 8
even funny 24
dare funny 8
dare take 8
take young 8
man war 16
dumb moron 8
along used 8
behalf president 8
behalf ten 8
ten thousand 8
syrian thousand 8
killed syrian 16
killed syria 8
ka syria 8
hard tweeting 16
arabia full 8
arabia danger 8
danger pretty 8
happy sure 8
hopefully well 8
steal well 8
steal year 8
presidency year 24
freedom year 8
evil war 8
idea war 8
idea usa 8
hit usa 8
hit new 8
aiming york 8
aiming building 8
building jew 8
democrat put 8
pride put 8
pride shelf 8
admit shelf 8
admit screwed 8
highly screwed 8
doubt highly 8
get much 16
paid time 8
disliked incompetent 8
disliked world 8
majority world 8
america majority 8
america support 16
inept support 8
fraud inept 8
fraud traitor 8
iran strike 32
american strike 8
american american 8
american asset 8
asset targeted 8
52 targeted 8
best smartest 8
need smartest 8
need someone 25
like someone 24
ball like 8
go offshore 8
medium offshore 8
medium source 8
find source 8
find general 8
grump guess 8
grump stuck 8
stuck till 8
till trial 8
awkward trial 8
reminder student 8
debt student 8
crisis debt 8
around crisis 8
16 around 8
16 trillion 8
dollar folk 8
ask folk 8
open time 8
mouth open 8
lying mouth 8
beyond lying 8
beyond disgusting 8
definition making 8
american making 8
american great 8
forget war 8
liberal like 8
like wicked 8
mother wicked 8
king mother 8
king solomon 8
rather solomon 8
rather see 8
city die 8
die th 8
another treasonous 8
action treasonous 8
action bathhouse 8
america stand 8
100 stand 8
100 may 8
god may 25
amp may 8
christian compassion 8
compassion god 8
god granted 8
granted picked 8
king picked 8
idiot king 8
need youth 8
get help 16
please time 16
please see 8
see trying 8
east trying 8
good trying 8
good way 8
start way 16
killing start 8
general killing 16
meeting tweeted 8
meeting yesterday 8
another yesterday 8
another cover 8
cover perhaps 8
destroy war 8
destroy people 16
better people 8
better decide 8
decide different 8
different way 8
secure want 8
area secure 8
area camel 8
east starting 8
raging stop 8
bull raging 8
bull rampage 8
middle rampage 8
east stable 8
come freezing 8
freezing state 8
state weather 8
warmer weather 8
job warmer 8
job stop 8
spending stop 8
bout yet 8
bc urgency 8
bc come 8
come witness 8
witness yet 8
meantime yet 8
drain trump 8
favour u 8
chill favour 8
good let 8
listen u 8
listen people 8
allow politician 8
go politician 8
constitution go 8
maybe someday 8
maybe saying 8
never saying 8
never stretch 8
guess let 8
guess talked 8
listened talked 8
new state 8
horrible york 8
horrible shape 8
homelessness shape 8
drug homelessness 8
abuse drug 8
abuse infested 8
infested street 8
let street 8
flip let 8
flip n 8
nuclear used 16
nuclear option 16
option tamper 16
supreme tamper 16
court supreme 16
budget court 16
budget trick 8
ram trick 8
cut tax 8
country follow 8
follow iran 8
declare iran 8
lindsay moved 8
moved seen 8
seen today 8
tyrant want 8
killed tyrant 8
people syrian 8
people smile 8
oh pretty 8
please pretty 8
solve trump 8
homeless solve 8
around problem 8
around usa 8
never watch 8
oh thank 8
impeached wish 8
accept impeached 8
accept class 8
clown trump 8
clown held 8
held liable 8
liable murder 8
iranian murder 8
english speak 8
fucking war 8
time war 8
get national 8
guard national 8
guard rico 8
nobody rico 8
nobody suffer 8
responding trump 8
responding surgical 8
surgical tactical 8
force tactical 8
bid iranian 8
talk tough 8
heel talk 8
heel spur 8
hi yea 8
choose hi 8
choose life 24
like start 8
really want 16
die want 16
die saying 8
american believe 8
believe lied 8
lied time 16
likely time 8
likely meeting 8
aligned turd 8
aligned row 8
afraid row 8
afraid holding 8
holding trial 8
homeless want 8
elected problem 8
complete elected 8
complete economy 8
economy r 8
agree bus 8
bus concerning 8
concerning peace 8
deal peace 8
deal iran 8
iran n 8
drastic rico 8
drastic earthquake 8
earthquake need 8
need paper 8
impeached trump 24
congress trump 8
approval congress 8
approval make 8
deal make 16
america remember 8
america he 8
he insane 8
follower funny 8
even follower 8
even sit 8
sit tweet 8
boise girl 8
boise idaho 8
idaho last 8
night socialist 8
protest socialist 8
protest take 8
note sign 8
mexico yes 8
mexico pay 9
pay wall 8
busy wall 8
busy golf 8
coherent never 8
coherent thought 8
maybe witness 8
obstructed witness 8
obstructed shed 8
light shed 8
light th 8
doubt marxist 8
love marxist 8
love spending 8
people spending 8
money support 8
saudi stability 8
saudi still 8
bone still 8
bone sawing 8
journalist sawing 8
bombing journalist 8
bombing yemen 8
also yemen 8
also remind 8
crazy totally 8
crazy get 8
go jail 8
stability thing 9
east muslim 8
animal muslim 8
india love 8
homeless many 8
illegally people 8
anyway illegally 8
grim reaper 16
reaper thrilled 16
show thrilled 16
add show 16
add already 16
already failing 16
failing run 16
childish single 8
single syllable 8
syllable vocabulary 8
suggests vocabulary 8
least suggests 8
intelligent least 8
intelligent lowest 8
iq lowest 8
iq u 8
familiar trump 8
concept familiar 8
concept supremacy 8
international supremacy 8
convention law 8
convention ov 8
like treason 8
amazing literally 8
listened literally 8
listened live 8
live speech 8
minister ten 8
care law 8
law order 8
care order 8
nude send 8
bet pick 8
aussie pick 8
aussie map 8
many oh 8
lie spew 16
spew true 8
australia like 8
like part 8
part problem 8
problem right 8
silence still 8
earthquake silence 8
great rico 8
great leader 18
people pure 8
attended people 8
attended funeral 8
funeral trump 8
great like 8
chair judiciary 8
chair graham 8
graham swear 8
oath swear 8
impartial oath 8
impartial justice 8
ready student 8
ready terminate 8
terminate u 8
camp u 8
camp middle 8
heard senate 8
floor senate 8
afraid floor 8
afraid say 8
many property 8
body discus 8
body part 16
oh part 8
forgot yeah 8
forgot moved 8
cheap send 8
money send 8
send supply 8
die escalating 16
escalating iran 16
crisis iran 16
crisis remember 16
mike remember 16
called mike 16
cash paying 8
cash terrorize 8
iran terrorize 8
arabia n 8
meeting saudi 32
arabia discussed 16
discussed trade 16
military trade 16
military oil 8
right sir 8
right send 8
send tax 8
dollar tax 8
ca dollar 8
ca squandered 8
crazy squandered 8
hiding testify 8
afraid hiding 8
asking discus 8
asking world 8
death thought 8
death personally 8
benefit personally 8
backfiring benefit 8
everywhere pray 16
pray sister 16
country sister 16
australia people 16
animal people 16
animal home 16
going really 9
going risk 8
innocent risk 8
innocent life 24
life war 8
even worth 8
fighting worth 8
fuck trump 8
as trump 8
as hole 8
hole want 8
dictator want 8
dictator going 8
burn going 8
good oh 8
good little 8
get tax 8
return testify 8
know stupid 8
florida stupid 8
florida right 8
behind right 8
behind new 8
california york 8
california homelessness 8
herr joseph 8
goebbels joseph 8
goebbels nazi 8
nazi propaganda 8
machine propaganda 8
going machine 8
dumb even 8
playing saudi 8
like playing 8
cheap like 8
cheap violin 8
drive sir 8
exactly washington 8
day exactly 8
beach day 8
beach tourist 8
section tourist 8
finally true 8
500 come 8
500 ill 8
get ill 8
arm north 8
korea rus 8
course must 8
hard must 8
spent work 8
20 spent 8
20 time 8
dear god 8
god please 8
go iran 16
financial offer 8
assistance financial 8
better initiate 8
initiate talk 8
irani talk 8
believe irani 8
believe though 8
serious whole 8
republican serious 8
democrat hope 8
hope meet 8
financial help 8
help people 8
go pain 8
cleaning pain 8
stolen two 8
presidency successful 8
successful two 8
history year 8
please readout 8
said schedule 8
nothing said 8
information nothing 8
information meeting 8
greek leader 8
leader wife 8
amp warmonger 8
crime criminal 8
criminal trump 8
dangerously trump 8
atone killed 8
atone death 8
jealous real 8
man president 16
man never 8
equal never 8
class equal 8
class intelligence 8
intelligence r 8
